Date,Time,Currency,Impact,Event,Actual,Forecast,Previous,Outcome
9/6/2018,13:30,USD,L,Revised Unit Labor Costs q/q,-1.00%,-0.90%,-0.90%,
9/6/2018,13:30,USD,L,Unemployment Claims,203K,214K,213K,
9/6/2018,14:45,USD,L,Final Services PMI,54.8,55.2,55.2,
9/6/2018,15:00,USD,H,ISM Services PMI,58.5,56.8,55.7,
9/6/2018,15:00,USD,M,FOMC Member Williams Speaks,,,,
9/6/2018,15:00,USD,L,Factory Orders m/m,-0.80%,-0.50%,0.60%,
9/6/2018,15:30,USD,L,Natural Gas Storage,63B,60B,70B,
9/6/2018,16:00,USD,H,Crude Oil Inventories,-4.3M,-2.2M,-2.6M,
9/6/2018,17:30,CHF,M,Gov Board Member Zurbrugg Speaks,,,,
9/6/2018,19:30,CAD,M,Gov Council Member Wilkins Speaks,,,,
9/6/2018,22:27,NZD,H,RBNZ Gov Orr Speaks,,,,
9/6/2018,23:30,AUD,L,AIG Construction Index,51.8,,52,
9/7/2018,0:01,EUR,L,Eurogroup Meetings,,,,
9/7/2018,0:30,JPY,L,Household Spending y/y,0.10%,-0.90%,-1.20%,
9/7/2018,1:00,JPY,M,Average Cash Earnings y/y,1.50%,2.40%,3.30%,
9/7/2018,2:30,AUD,L,Home Loans m/m,0.40%,-0.10%,-1.10%,
9/7/2018,6:00,JPY,L,Leading Indicators,103.50%,103.50%,104.70%,
9/7/2018,6:45,CHF,L,Unemployment Rate,2.60%,2.60%,2.60%,
9/7/2018,7:00,EUR,L,German Industrial Production m/m,-1.10%,0.20%,-0.70%,
9/7/2018,7:00,EUR,L,German Trade Balance,15.8B,19.1B,19.3B,
9/7/2018,7:45,EUR,L,French Gov Budget Balance,-82.8B,,-58.9B,
9/7/2018,7:45,EUR,L,French Industrial Production m/m,0.70%,0.20%,0.70%,
9/7/2018,7:45,EUR,L,French Trade Balance,-3.5B,-5.7B,-6.1B,
9/7/2018,8:00,CHF,L,Foreign Currency Reserves,731B,,750B,
9/7/2018,8:30,GBP,L,Halifax HPI m/m,0.10%,-0.10%,1.20%,
9/7/2018,9:00,EUR,L,Italian Retail Sales m/m,-0.10%,0.20%,-0.10%,
9/7/2018,9:30,GBP,L,Consumer Inflation Expectations,3.00%,,2.90%,
9/7/2018,10:00,EUR,L,Revised GDP q/q,0.40%,0.40%,0.40%,
9/7/2018,13:30,CAD,H,Employment Change,-51.6K,5.1K,54.1K,
9/7/2018,13:30,CAD,H,Unemployment Rate,6.00%,5.90%,5.80%,
9/7/2018,13:30,USD,H,Average Hourly Earnings m/m,0.40%,0.20%,0.30%,
9/7/2018,13:30,USD,H,Non-Farm Employment Change,201K,191K,147K,
9/7/2018,13:30,USD,H,Unemployment Rate,3.90%,3.80%,3.90%,
9/7/2018,15:00,CAD,M,Ivey PMI,61.9,61.5,61.8,
9/8/2018,0:01,EUR,L,ECOFIN Meetings,,,,
9/8/2018,4:02,CNY,M,Trade Balance,180B,183B,177B,
9/8/2018,5:07,CNY,L,USD-Denominated Trade Balance,27.9B,31.5B,28.1B,
9/9/2018,23:45,NZD,L,Manufacturing Sales q/q,1.80%,,0.70%,
9/10/2018,0:50,JPY,L,Bank Lending y/y,2.20%,2.00%,2.00%,
9/10/2018,0:50,JPY,L,Current Account,1.48T,1.56T,1.76T,
9/10/2018,0:50,JPY,L,Final GDP Price Index y/y,0.10%,0.10%,0.10%,
9/10/2018,0:50,JPY,L,Final GDP q/q,0.70%,0.70%,0.50%,
9/10/2018,2:30,CNY,M,CPI y/y,2.30%,2.10%,2.10%,
9/10/2018,2:30,CNY,L,PPI y/y,4.10%,4.10%,4.60%,
9/10/2018,4:05,AUD,M,RBA Deputy Gov Bullock Speaks,,,,
9/10/2018,6:02,JPY,L,Economy Watchers Sentiment,48.7,47.2,46.6,
9/10/2018,9:30,EUR,L,Sentix Investor Confidence,12,13.8,14.7,
9/10/2018,9:30,GBP,H,GDP m/m,0.30%,0.20%,0.10%,
9/10/2018,9:30,GBP,H,Manufacturing Production m/m,-0.20%,0.20%,0.40%,
9/10/2018,9:30,GBP,M,Goods Trade Balance,-10.0B,-11.7B,-10.7B,
9/10/2018,9:30,GBP,L,Construction Output m/m,0.50%,-0.40%,1.40%,
9/10/2018,9:30,GBP,L,Index of Services 3m/3m,0.60%,0.50%,0.50%,
9/10/2018,9:30,GBP,L,Industrial Production m/m,0.10%,0.20%,0.40%,
9/10/2018,14:17,GBP,L,NIESR GDP Estimate,0.60%,,0.60%,
9/10/2018,17:15,USD,M,FOMC Member Bostic Speaks,,,,
9/10/2018,20:00,USD,L,Consumer Credit m/m,16.6B,14.5B,8.5B,
9/11/2018,0:50,JPY,L,M2 Money Stock y/y,2.90%,3.00%,2.90%,
9/11/2018,2:30,AUD,M,NAB Business Confidence,4,,7,
9/11/2018,5:00,JPY,L,30-y Bond Auction,0.84|4.2,,0.85|4.7,
9/11/2018,5:30,JPY,L,Tertiary Industry Activity m/m,0.10%,0.10%,-0.60%,
9/11/2018,6:30,EUR,L,French Final Private Payrolls q/q,0.10%,0.20%,0.20%,
9/11/2018,6:58,JPY,L,Prelim Machine Tool Orders y/y,5.30%,,13.10%,
9/11/2018,9:30,GBP,H,Average Earnings Index 3m/y,2.60%,2.40%,2.40%,
9/11/2018,9:30,GBP,M,Claimant Count Change,8.7K,6.9K,10.2K,
9/11/2018,9:30,GBP,M,Unemployment Rate,4.00%,4.00%,4.00%,
9/11/2018,10:00,EUR,M,German ZEW Economic Sentiment,-10.6,-13.5,-13.7,
9/11/2018,10:00,EUR,L,Final Employment Change q/q,0.40%,0.40%,0.40%,
9/11/2018,10:00,EUR,L,ZEW Economic Sentiment,-7.2,-10.9,-11.1,
9/11/2018,10:37,GBP,L,30-y Bond Auction,1.83|1.8,,1.94|2.1,
9/11/2018,10:51,USD,L,NFIB Small Business Index,108.8,108.1,107.9,
9/11/2018,13:13,CAD,L,Housing Starts,201K,213K,206K,
9/11/2018,15:00,USD,L,Final Wholesale Inventories m/m,0.60%,0.70%,0.70%,
9/11/2018,15:00,USD,L,JOLTS Job Openings,6.94M,6.68M,6.82M,
9/12/2018,0:50,JPY,L,BSI Manufacturing Index,6.5,8,-3.2,
9/12/2018,1:30,AUD,L,Westpac Consumer Sentiment,-3.00%,,-2.30%,
9/12/2018,9:00,EUR,L,Italian Industrial Production m/m,-1.80%,-0.40%,0.30%,
9/12/2018,10:00,CNY,L,M2 Money Supply y/y,8.20%,8.60%,8.50%,
9/12/2018,10:00,CNY,L,New Loans,1280B,1350B,1450B,
9/12/2018,10:00,EUR,L,Industrial Production m/m,-0.80%,-0.50%,-0.80%,
9/12/2018,10:00,EUR,L,Italian Quarterly Unemployment Rate,10.70%,10.80%,11.00%,
9/12/2018,10:35,EUR,L,German 30-y Bond Auction,1.10|2.0,,0.94|1.6,
9/12/2018,13:30,CAD,L,Capacity Utilization Rate,85.50%,86.90%,83.70%,
9/12/2018,13:30,USD,H,PPI m/m,-0.10%,0.20%,0.00%,
9/12/2018,13:30,USD,M,Core PPI m/m,-0.10%,0.20%,0.10%,
9/12/2018,15:30,USD,H,Crude Oil Inventories,-5.3M,-1.3M,-4.3M,
9/12/2018,17:45,USD,M,FOMC Member Brainard Speaks,,,,
9/12/2018,18:01,USD,L,10-y Bond Auction,2.96|2.6,,2.96|2.5,
9/12/2018,19:00,USD,L,Beige Book,,,,
9/12/2018,23:45,NZD,L,FPI m/m,-0.50%,,0.70%,
9/13/2018,0:01,GBP,L,RICS House Price Balance,2%,2%,4%,
9/13/2018,0:50,JPY,L,Core Machinery Orders m/m,11.00%,5.60%,-8.80%,
9/13/2018,0:50,JPY,L,PPI y/y,3.00%,3.10%,3.00%,
9/13/2018,2:00,AUD,L,MI Inflation Expectations,4.00%,,4.00%,
9/13/2018,2:30,AUD,H,Employment Change,44.0K,16.5K,-4.3K,
9/13/2018,2:30,AUD,H,Unemployment Rate,5.30%,5.30%,5.30%,
9/13/2018,7:00,EUR,L,German Final CPI m/m,0.10%,0.10%,0.10%,
9/13/2018,7:45,EUR,L,French Final CPI m/m,0.50%,0.50%,0.50%,
9/13/2018,8:00,CNY,L,Foreign Direct Investment ytd/y,2.30%,,2.30%,
9/13/2018,8:15,CHF,L,PPI m/m,0.00%,0.00%,0.10%,
9/13/2018,12:00,GBP,H,MPC Official Bank Rate Votes,0-0-9,0-0-9,9-0-0,
9/13/2018,12:00,GBP,H,Monetary Policy Summary,,,,
9/13/2018,12:00,GBP,M,Official Bank Rate,0.75%,0.75%,0.75%,
9/13/2018,12:00,GBP,L,Asset Purchase Facility,435B,435B,435B,
9/13/2018,12:00,GBP,L,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9,
9/13/2018,12:45,EUR,H,Main Refinancing Rate,0.00%,0.00%,0.00%,
9/13/2018,12:45,EUR,H,Monetary Policy Statement,,,,
9/13/2018,13:30,CAD,M,NHPI m/m,0.10%,0.10%,0.10%,
9/13/2018,13:30,EUR,H,ECB Press Conference,,,,
9/13/2018,13:30,USD,H,CPI m/m,0.20%,0.30%,0.20%,
9/13/2018,13:30,USD,H,CPI y/y,2.70%,2.80%,2.90%,
9/13/2018,13:30,USD,H,Core CPI m/m,0.10%,0.20%,0.20%,
9/13/2018,13:30,USD,L,Unemployment Claims,204K,210K,205K,
9/13/2018,15:30,USD,L,Natural Gas Storage,69B,65B,63B,
9/13/2018,18:00,USD,M,FOMC Member Bostic Speaks,,,,
9/13/2018,18:01,USD,L,30-y Bond Auction,3.09|2.3,,3.09|2.3,
9/13/2018,19:00,USD,L,Federal Budget Balance,-214.1B,-169.8B,-76.9B,
9/13/2018,23:30,NZD,M,BusinessNZ Manufacturing Index,52,,51.2,
9/14/2018,3:00,CNY,M,Fixed Asset Investment ytd/y,5.30%,5.50%,5.50%,
9/14/2018,3:00,CNY,M,Industrial Production y/y,6.10%,6.00%,6.00%,
9/14/2018,3:00,CNY,L,Retail Sales y/y,9.00%,8.80%,8.80%,
9/14/2018,3:00,CNY,L,Unemployment Rate,5.00%,,5.10%,
9/14/2018,5:30,JPY,L,Revised Industrial Production m/m,-0.20%,-0.10%,-0.10%,
9/14/2018,10:00,EUR,L,Trade Balance,12.8B,16.3B,16.5B,
9/14/2018,11:00,GBP,H,BOE Gov Carney Speaks,,,,
9/14/2018,13:30,USD,H,Core Retail Sales m/m,0.30%,0.50%,0.90%,
9/14/2018,13:30,USD,H,Retail Sales m/m,0.10%,0.40%,0.70%,
9/14/2018,13:30,USD,L,Import Prices m/m,-0.60%,-0.20%,-0.10%,
9/14/2018,14:15,USD,L,Capacity Utilization Rate,78.10%,78.30%,77.90%,
9/14/2018,14:15,USD,L,Industrial Production m/m,0.40%,0.30%,0.40%,
9/14/2018,15:00,USD,M,Prelim UoM Consumer Sentiment,100.8,96.7,96.2,
9/14/2018,15:00,USD,L,Business Inventories m/m,0.60%,0.50%,0.10%,
9/14/2018,15:00,USD,L,Prelim UoM Inflation Expectations,2.80%,,3.00%,
9/16/2018,23:30,NZD,L,BusinessNZ Services Index,53.2,,54.8,
9/17/2018,0:01,GBP,L,Rightmove HPI m/m,0.70%,,-2.30%,
9/17/2018,0:01,JPY,N,Bank Holiday,,,,
9/17/2018,9:00,EUR,L,Italian Trade Balance,5.68B,4.82B,5.17B,
9/17/2018,10:00,EUR,M,Final CPI y/y,2.00%,2.00%,2.00%,
9/17/2018,10:00,EUR,L,Final Core CPI y/y,1.00%,1.00%,1.00%,
9/17/2018,11:00,EUR,L,German Buba Monthly Report,,,,
9/17/2018,13:30,CAD,M,Foreign Securities Purchases,12.65B,4.35B,10.30B,
9/17/2018,13:30,USD,M,Empire State Manufacturing Index,19,23.2,25.6,
9/17/2018,14:30,GBP,L,CB Leading Index m/m,-0.20%,,-0.20%,
9/17/2018,15:30,AUD,L,CB Leading Index m/m,0.10%,,0.10%,
9/18/2018,2:30,AUD,H,Monetary Policy Meeting Minutes,,,,
9/18/2018,2:30,AUD,M,HPI q/q,-0.70%,-0.70%,-0.70%,
9/18/2018,8:15,EUR,H,ECB President Draghi Speaks,,,,
9/18/2018,13:30,CAD,M,Manufacturing Sales m/m,0.90%,1.00%,1.30%,
9/18/2018,15:00,USD,L,NAHB Housing Market Index,67,66,67,
9/18/2018,15:31,NZD,M,GDT Price Index,-1.30%,,-0.70%,
9/18/2018,21:00,USD,L,TIC Long-Term Purchases,74.8B,65.1B,-36.5B,
9/18/2018,22:00,NZD,L,Westpac Consumer Sentiment,103.5,,108.6,
9/18/2018,23:45,NZD,M,Current Account,-1.62B,-1.23B,0.09B,
9/19/2018,0:50,JPY,L,Trade Balance,-0.19T,-0.14T,-0.10T,
9/19/2018,1:30,AUD,L,MI Leading Index m/m,0.10%,,0.00%,
9/19/2018,2:30,AUD,M,RBA Assist Gov Kent Speaks,,,,
9/19/2018,3:47,JPY,H,Monetary Policy Statement,,,,
9/19/2018,3:47,JPY,M,BOJ Policy Rate,-0.10%,-0.10%,-0.10%,
9/19/2018,6:45,CHF,L,SECO Economic Forecasts,,,,
9/19/2018,7:30,JPY,H,BOJ Press Conference,,,,
9/19/2018,9:00,EUR,L,Current Account,21.3B,22.4B,23.8B,
9/19/2018,9:00,GBP,M,MPC Member Haldane Speaks,,,,
9/19/2018,9:30,GBP,H,CPI y/y,2.70%,2.40%,2.50%,
9/19/2018,9:30,GBP,M,PPI Input m/m,0.50%,0.40%,0.00%,
9/19/2018,9:30,GBP,M,RPI y/y,3.50%,3.20%,3.20%,
9/19/2018,9:30,GBP,L,Core CPI y/y,2.10%,1.80%,1.90%,
9/19/2018,9:30,GBP,L,HPI y/y,3.10%,2.80%,3.20%,
9/19/2018,9:30,GBP,L,PPI Output m/m,0.20%,0.20%,0.00%,
9/19/2018,10:34,EUR,L,German 10-y Bond Auction,0.49|2.5,,0.33|1.2,
9/19/2018,13:30,USD,M,Building Permits,1.23M,1.31M,1.30M,
9/19/2018,13:30,USD,M,Housing Starts,1.28M,1.24M,1.17M,
9/19/2018,13:30,USD,L,Current Account,-101B,-104B,-122B,
9/19/2018,14:00,EUR,H,ECB President Draghi Speaks,,,,
9/19/2018,15:30,USD,H,Crude Oil Inventories,-2.1M,-2.7M,-5.3M,
9/19/2018,23:45,NZD,H,GDP q/q,1.00%,0.80%,0.50%,
9/20/2018,2:00,AUD,L,RBA Annual Report,,,,
9/20/2018,2:30,AUD,L,RBA Bulletin,,,,
9/20/2018,7:00,CHF,L,Trade Balance,2.13B,2.41B,2.21B,
9/20/2018,8:30,CHF,H,SNB Monetary Policy Assessment,,,,
9/20/2018,8:30,CHF,M,Libor Rate,-0.75%,-0.75%,-0.75%,
9/20/2018,9:30,GBP,H,Retail Sales m/m,0.30%,-0.20%,0.90%,
9/20/2018,9:50,EUR,L,Spanish 10-y Bond Auction,1.49|1.5,,1.43|1.4,
9/20/2018,10:35,GBP,L,10-y Bond Auction,1.60|1.9,,1.46|2.2,
9/20/2018,13:30,CAD,L,ADP Non-Farm Employment Change,13.6K,,35.5K,
9/20/2018,13:30,USD,M,Philly Fed Manufacturing Index,22.9,17.5,11.9,
9/20/2018,13:30,USD,L,Unemployment Claims,201K,210K,204K,
9/20/2018,14:57,EUR,L,Consumer Confidence,-3,-2,-2,
9/20/2018,15:00,USD,L,CB Leading Index m/m,0.40%,0.50%,0.70%,
9/20/2018,15:00,USD,L,Existing Home Sales,5.34M,5.36M,5.34M,
9/20/2018,15:30,USD,L,Natural Gas Storage,86B,81B,69B,
9/20/2018,16:15,EUR,M,German Buba President Weidmann Speaks,,,,
9/20/2018,23:49,NZD,L,Visitor Arrivals m/m,2.80%,,0.70%,
9/21/2018,0:30,JPY,L,National Core CPI y/y,0.90%,0.90%,0.80%,
9/21/2018,1:30,JPY,L,Flash Manufacturing PMI,52.9,53.1,52.5,
9/21/2018,4:00,NZD,L,Credit Card Spending y/y,7.70%,,3.30%,
9/21/2018,5:30,JPY,L,All Industries Activity m/m,0.00%,0.20%,-0.90%,
9/21/2018,8:15,EUR,M,French Flash Manufacturing PMI,52.5,53.3,53.5,
9/21/2018,8:15,EUR,M,French Flash Services PMI,54.3,55.2,55.4,
9/21/2018,8:30,EUR,M,German Flash Manufacturing PMI,53.7,55.7,55.9,
9/21/2018,8:30,EUR,M,German Flash Services PMI,56.5,55.1,55,
9/21/2018,9:00,EUR,M,Flash Manufacturing PMI,53.3,54.4,54.6,
9/21/2018,9:00,EUR,M,Flash Services PMI,54.7,54.5,54.4,
9/21/2018,9:30,GBP,M,Public Sector Net Borrowing,5.9B,2.9B,-3.9B,
9/21/2018,12:00,GBP,L,BOE Quarterly Bulletin,,,,
9/21/2018,13:30,CAD,H,CPI m/m,-0.10%,-0.10%,0.50%,
9/21/2018,13:30,CAD,H,Core Retail Sales m/m,0.90%,0.60%,0.10%,
9/21/2018,13:30,CAD,M,Common CPI y/y,2.00%,,1.90%,
9/21/2018,13:30,CAD,M,Median CPI y/y,2.10%,,2.00%,
9/21/2018,13:30,CAD,M,Retail Sales m/m,0.30%,0.30%,-0.10%,
9/21/2018,13:30,CAD,M,Trimmed CPI y/y,2.20%,,2.10%,
9/21/2018,13:30,CAD,L,Core CPI m/m,0.10%,,0.20%,
9/21/2018,14:03,GBP,H,Prime Minister May Speaks,,,,
9/21/2018,14:45,USD,L,Flash Manufacturing PMI,55.6,55.1,54.7,
9/21/2018,14:45,USD,L,Flash Services PMI,52.9,54.9,54.8,
9/23/2018,0:01,All,M,OPEC-JMMC Meetings,,,,
9/24/2018,0:01,JPY,N,Bank Holiday,,,,
9/24/2018,0:01,CNY,N,Bank Holiday,,,,
9/24/2018,9:00,EUR,M,German ifo Business Climate,103.7,103.2,103.9,
9/24/2018,11:00,GBP,L,CBI Industrial Order Expectations,-1,5,7,
9/24/2018,13:30,CAD,L,Wholesale Sales m/m,1.50%,0.40%,-0.90%,
9/24/2018,13:58,EUR,L,Belgian NBB Business Climate,1.2,-0.5,-0.3,
9/24/2018,14:00,EUR,H,ECB President Draghi Speaks,,,,
9/25/2018,0:50,JPY,L,Monetary Policy Meeting Minutes,,,,
9/25/2018,0:50,JPY,L,SPPI y/y,1.30%,1.10%,1.10%,
9/25/2018,6:35,JPY,H,BOJ Gov Kuroda Speaks,,,,
9/25/2018,7:00,EUR,L,German WPI m/m,0.30%,0.20%,0.10%,
9/25/2018,9:40,GBP,M,MPC Member Vlieghe Speaks,,,,
9/25/2018,14:00,USD,L,HPI m/m,0.20%,0.20%,0.30%,
9/25/2018,14:00,USD,L,S&P/CS Composite-20 HPI y/y,5.90%,6.20%,6.40%,
9/25/2018,15:00,USD,H,CB Consumer Confidence,138.4,132.2,134.7,
9/25/2018,15:00,USD,L,Richmond Manufacturing Index,29,22,24,
9/25/2018,23:45,NZD,M,Trade Balance,-1484M,-930M,-196M,
9/26/2018,2:00,NZD,H,ANZ Business Confidence,-38.3,,-50.3,
9/26/2018,6:00,JPY,L,BOJ Core CPI y/y,0.50%,0.60%,0.50%,
9/26/2018,9:00,CHF,L,Credit Suisse Economic Expectations,-30.8,,-14.3,
9/26/2018,9:30,GBP,L,High Street Lending,39.4K,39.7K,39.6K,
9/26/2018,11:00,GBP,L,CBI Realized Sales,23,18,29,
9/26/2018,14:00,CHF,L,SNB Quarterly Bulletin,,,,
9/26/2018,14:00,CNY,L,CB Leading Index m/m,0.70%,,1.60%,
9/26/2018,15:00,USD,L,New Home Sales,629K,630K,608K,
9/26/2018,15:30,USD,H,Crude Oil Inventories,1.9M,-0.7M,-2.1M,
9/26/2018,19:00,USD,H,FOMC Economic Projections,,,,
9/26/2018,19:00,USD,H,FOMC Statement,,,,
9/26/2018,19:00,USD,H,Federal Funds Rate,2.25%,2.25%,2.00%,
9/26/2018,19:30,USD,H,FOMC Press Conference,,,,
9/26/2018,22:00,NZD,H,Official Cash Rate,1.75%,1.75%,1.75%,
9/26/2018,22:00,NZD,H,RBNZ Rate Statement,,,,
9/27/2018,0:01,EUR,M,German Prelim CPI m/m,0.40%,0.10%,0.10%,
9/27/2018,7:00,EUR,L,German GfK Consumer Climate,10.6,10.6,10.5,
9/27/2018,9:00,EUR,M,M3 Money Supply y/y,3.50%,3.80%,4.00%,
9/27/2018,9:00,EUR,L,ECB Economic Bulletin,,,,
9/27/2018,9:00,EUR,L,Private Loans y/y,3.10%,3.10%,3.00%,
9/27/2018,10:23,EUR,L,Italian 10-y Bond Auction,2.90|1.4,,3.25|1.4,
9/27/2018,13:30,USD,H,Core Durable Goods Orders m/m,0.10%,0.40%,0.10%,
9/27/2018,13:30,USD,H,Final GDP q/q,4.20%,4.20%,4.20%,
9/27/2018,13:30,USD,M,Durable Goods Orders m/m,4.50%,1.90%,-1.20%,
9/27/2018,13:30,USD,L,Final GDP Price Index q/q,3.00%,3.00%,3.00%,
9/27/2018,13:30,USD,L,Goods Trade Balance,-75.8B,-70.6B,-72.0B,
9/27/2018,13:30,USD,L,Prelim Wholesale Inventories m/m,0.80%,0.30%,0.60%,
9/27/2018,13:30,USD,L,Unemployment Claims,214K,208K,202K,
9/27/2018,14:30,EUR,H,ECB President Draghi Speaks,,,,
9/27/2018,15:00,GBP,H,BOE Gov Carney Speaks,,,,
9/27/2018,15:00,USD,L,Pending Home Sales m/m,-1.80%,-0.20%,-0.80%,
9/27/2018,15:30,USD,L,Natural Gas Storage,46B,64B,86B,
9/27/2018,21:30,USD,H,Fed Chair Powell Speaks,,,,
9/27/2018,22:45,CAD,H,BOC Gov Poloz Speaks,,,,
9/27/2018,23:45,NZD,L,Building Consents m/m,7.80%,,-10.80%,
9/28/2018,0:01,GBP,L,GfK Consumer Confidence,-9,-8,-7,
9/28/2018,0:30,JPY,L,Tokyo Core CPI y/y,1.00%,0.90%,0.90%,
9/28/2018,0:30,JPY,L,Unemployment Rate,2.40%,2.50%,2.50%,
9/28/2018,0:50,JPY,L,BOJ Summary of Opinions,,,,
9/28/2018,0:50,JPY,L,Prelim Industrial Production m/m,0.70%,1.50%,-0.20%,
9/28/2018,0:50,JPY,L,Retail Sales y/y,2.70%,2.20%,1.50%,
9/28/2018,2:30,AUD,L,Private Sector Credit m/m,0.50%,0.40%,0.40%,
9/28/2018,6:00,JPY,L,Housing Starts y/y,1.60%,0.40%,-0.70%,
9/28/2018,7:45,EUR,L,French Consumer Spending m/m,0.80%,0.30%,0.00%,
9/28/2018,7:45,EUR,L,French Prelim CPI m/m,-0.20%,-0.10%,0.50%,
9/28/2018,8:00,CHF,M,KOF Economic Barometer,102.2,100.1,98.9,
9/28/2018,8:00,EUR,M,Spanish Flash CPI y/y,2.20%,2.20%,2.20%,
9/28/2018,8:55,EUR,L,German Unemployment Change,-23K,-9K,-10K,
9/28/2018,9:30,GBP,H,Current Account,-20.3B,-19.4B,-15.7B,
9/28/2018,9:30,GBP,M,Final GDP q/q,0.40%,0.40%,0.40%,
9/28/2018,9:30,GBP,L,Revised Business Investment q/q,-0.70%,0.50%,0.50%,
9/28/2018,10:00,EUR,M,CPI Flash Estimate y/y,2.10%,2.10%,2.00%,
9/28/2018,10:00,EUR,M,Core CPI Flash Estimate y/y,0.90%,1.10%,1.00%,
9/28/2018,10:00,EUR,L,Italian Prelim CPI m/m,-0.40%,-0.20%,0.40%,
9/28/2018,13:30,CAD,H,GDP m/m,0.20%,0.10%,0.00%,
9/28/2018,13:30,CAD,M,RMPI m/m,-4.60%,0.80%,0.70%,
9/28/2018,13:30,CAD,L,IPPI m/m,-0.50%,0.60%,-0.20%,
9/28/2018,13:30,USD,M,Core PCE Price Index m/m,0.00%,0.10%,0.20%,
9/28/2018,13:30,USD,M,Personal Spending m/m,0.30%,0.30%,0.40%,
9/28/2018,13:30,USD,L,Personal Income m/m,0.30%,0.40%,0.30%,
9/28/2018,14:20,GBP,M,MPC Member Ramsden Speaks,,,,
9/28/2018,14:45,USD,M,Chicago PMI,60.4,62.3,63.6,
9/28/2018,15:00,USD,M,Revised UoM Consumer Sentiment,100.1,100.5,100.8,
9/28/2018,15:00,USD,L,Revised UoM Inflation Expectations,2.70%,,2.80%,
9/29/2018,15:00,NZD,N,Daylight Saving Time Shift,,,,
9/30/2018,0:01,AUD,N,Bank Holiday,,,,
9/30/2018,2:00,CNY,M,Manufacturing PMI,50.8,51.2,51.3,
9/30/2018,2:00,CNY,M,Non-Manufacturing PMI,54.9,54.1,54.2,
9/30/2018,2:45,CNY,L,Caixin Manufacturing PMI,50,50.5,50.6,
9/30/2018,23:30,AUD,L,AIG Manufacturing Index,59,,56.7,
10/1/2018,0:01,CNY,N,Bank Holiday,,,,
10/1/2018,0:01,EUR,L,Eurogroup Meetings,,,,
10/1/2018,0:50,JPY,L,Tankan Manufacturing Index,19,22,21,
10/1/2018,0:50,JPY,L,Tankan Non-Manufacturing Index,22,23,24,
10/1/2018,1:30,JPY,L,Final Manufacturing PMI,52.5,52.9,52.9,
10/1/2018,2:00,AUD,L,MI Inflation Gauge m/m,0.30%,,0.10%,
10/1/2018,7:00,EUR,M,German Retail Sales m/m,-0.10%,0.40%,-1.10%,
10/1/2018,8:15,CHF,L,Retail Sales y/y,0.40%,0.40%,-0.90%,
10/1/2018,8:15,EUR,L,Spanish Manufacturing PMI,51.4,52.7,53,
10/1/2018,8:30,CHF,L,Manufacturing PMI,59.7,62.6,64.8,
10/1/2018,8:45,EUR,L,Italian Manufacturing PMI,50,50.3,50.1,
10/1/2018,8:50,EUR,L,French Final Manufacturing PMI,52.5,52.5,52.5,
10/1/2018,8:55,EUR,L,German Final Manufacturing PMI,53.7,53.7,53.7,
10/1/2018,9:00,EUR,L,Final Manufacturing PMI,53.2,53.3,53.3,
10/1/2018,9:00,EUR,L,Italian Monthly Unemployment Rate,9.70%,10.50%,10.20%,
10/1/2018,9:30,GBP,H,Final Manufacturing PMI,53.8,52.6,53,
10/1/2018,9:30,GBP,M,Net Lending to Individuals m/m,4.0B,4.8B,3.8B,
10/1/2018,9:30,GBP,L,M4 Money Supply m/m,0.20%,0.60%,0.90%,
10/1/2018,9:30,GBP,L,Mortgage Approvals,66K,65K,65K,
10/1/2018,10:00,EUR,L,Unemployment Rate,8.10%,8.10%,8.20%,
10/1/2018,14:00,USD,M,FOMC Member Bostic Speaks,,,,
10/1/2018,14:30,CAD,L,Manufacturing PMI,54.8,,56.8,
10/1/2018,14:45,USD,L,Final Manufacturing PMI,55.6,55.6,55.6,
10/1/2018,15:00,USD,H,ISM Manufacturing PMI,59.8,60.1,61.3,
10/1/2018,15:00,USD,L,Construction Spending m/m,0.10%,0.50%,0.20%,
10/1/2018,15:00,USD,L,ISM Manufacturing Prices,66.9,72,72.1,
10/1/2018,16:00,USD,H,President Trump Speaks,,,,
10/1/2018,18:00,CAD,M,Gov Council Member Lane Speaks,,,,
10/1/2018,22:00,NZD,M,NZIER Business Confidence,-30,,-20,
10/2/2018,0:01,CNY,N,Bank Holiday,,,,
10/2/2018,0:01,EUR,L,ECOFIN Meetings,,,,
10/2/2018,0:01,USD,L,Wards Total Vehicle Sales,17.4M,16.8M,16.6M,
10/2/2018,0:01,USD,L,Total Vehicle Sales,17.4M,16.8M,16.7M,
10/2/2018,0:50,JPY,L,Monetary Base y/y,5.90%,7.10%,6.90%,
10/2/2018,4:35,JPY,L,10-y Bond Auction,0.14|4.2,,0.11|4.5,
10/2/2018,5:30,AUD,H,RBA Rate Statement,,,,
10/2/2018,5:30,AUD,M,Cash Rate,1.50%,1.50%,1.50%,
10/2/2018,6:00,JPY,L,Consumer Confidence,43.4,43,43.3,
10/2/2018,6:57,GBP,L,Nationwide HPI m/m,0.30%,0.20%,-0.50%,
10/2/2018,7:30,AUD,L,Commodity Prices y/y,4.80%,,6.60%,
10/2/2018,8:00,EUR,L,Spanish Unemployment Change,20.4K,28.2K,47.0K,
