Date,Time,Currency,Impact,Event,Actual,Forecast,Previous,Outcome
2/22/2012,10:00,EUR,M,Industrial New Orders m/m,1.90%,0.60%,-1.10%,
2/22/2012,14:00,EUR,M,Belgian NBB Business Climate,-7.7,-8.2,-9.5,
2/22/2012,15:00,USD,H,Existing Home Sales,4.57M,4.66M,4.38M,
2/23/2012,9:00,EUR,H,German ifo Business Climate,109.6,108.7,108.3,
2/23/2012,9:30,GBP,M,High Street Lending,38.1K,37.3K,36.6K,
2/23/2012,10:00,EUR,M,EU Economic Forecasts,,,,
2/23/2012,11:00,GBP,M,CBI Industrial Order Expectations,-3,-14,-16,
2/23/2012,13:30,CAD,L,Corporate Profits q/q,9.00%,,-0.50%,
2/23/2012,13:30,USD,H,Unemployment Claims,351K,352K,351K,
2/23/2012,15:00,USD,L,HPI m/m,0.70%,0.20%,0.70%,
2/23/2012,15:30,CAD,L,BOC Review,,,,
2/23/2012,15:30,USD,L,Natural Gas Storage,-166B,-146B,-127B,
2/23/2012,16:00,USD,M,Crude Oil Inventories,1.6M,0.9M,-0.2M,
2/23/2012,22:30,AUD,H,RBA Gov Stevens Speaks,,,,
2/23/2012,23:50,JPY,L,SPPI y/y,-0.20%,0.10%,0.10%,
2/24/2012,2:00,CNY,L,CB Leading Index m/m,1.60%,,0.80%,
2/24/2012,7:00,EUR,L,German Final GDP q/q,-0.20%,-0.20%,-0.20%,
2/24/2012,9:00,EUR,L,Italian Retail Sales m/m,-1.10%,-0.20%,-0.70%,
2/24/2012,9:30,GBP,H,Second Estimate GDP q/q,-0.20%,-0.20%,-0.20%,
2/24/2012,9:30,GBP,M,Prelim Business Investment q/q,-5.60%,-0.30%,1.00%,
2/24/2012,9:30,GBP,L,Index of Services 3m/3m,0.00%,0.20%,0.20%,
2/24/2012,14:55,USD,M,Revised UoM Consumer Sentiment,75.3,72.8,72.5,
2/24/2012,14:55,USD,L,Revised UoM Inflation Expectations,3.30%,,3.20%,
2/24/2012,15:00,CAD,M,BOC Gov Carney Speaks,,,,
2/24/2012,15:00,USD,H,New Home Sales,321K,316K,324K,
2/24/2012,15:45,USD,M,FOMC Member Williams Speaks,,,,
2/24/2012,18:30,USD,L,FOMC Member Dudley Speaks,,,,
2/24/2012,20:00,EUR,M,German Buba President Weidmann Speaks,,,,
2/25/2012,0:01,All,M,G20 Meetings,,,,
2/26/2012,0:01,All,M,G20 Meetings,,,,
2/26/2012,21:45,NZD,M,Trade Balance,-199M,184M,306M,
2/27/2012,9:00,EUR,M,M3 Money Supply y/y,2.50%,1.80%,1.50%,
2/27/2012,9:00,EUR,L,Private Loans y/y,1.10%,1.20%,1.00%,
2/27/2012,15:00,USD,H,Pending Home Sales m/m,2.00%,1.10%,-1.90%,
2/27/2012,23:50,JPY,M,Retail Sales y/y,1.90%,-0.20%,2.50%,
2/28/2012,0:01,EUR,M,German Prelim CPI m/m,0.70%,0.50%,-0.40%,
2/28/2012,7:00,CHF,L,UBS Consumption Indicator,0.92,,0.94,
2/28/2012,7:00,EUR,M,German GfK Consumer Climate,6,6.1,5.9,
2/28/2012,8:15,CHF,M,Employment Level,4.04M,4.03M,4.05M,
2/28/2012,9:00,EUR,L,Retail PMI,47.9,,42.9,
2/28/2012,10:14,EUR,H,Italian 10-y Bond Auction,5.50|1.4,,6.08|1.4,
2/28/2012,11:00,GBP,M,CBI Realized Sales,-2,-17,-22,
2/28/2012,13:30,USD,H,Core Durable Goods Orders m/m,-3.20%,0.00%,3.50%,
2/28/2012,13:30,USD,M,Durable Goods Orders m/m,-4.00%,-0.80%,3.20%,
2/28/2012,14:00,USD,M,S&P/CS Composite-20 HPI y/y,-4.00%,-3.60%,-3.90%,
2/28/2012,14:59,USD,L,Richmond Manufacturing Index,20,11,12,
2/28/2012,15:00,USD,H,CB Consumer Confidence,70.8,63.1,61.5,
2/28/2012,15:00,USD,L,FOMC Member Duke Speaks,,,,
2/28/2012,17:30,CHF,H,Gov Board Member Jordan Speaks,,,,
2/28/2012,19:00,GBP,M,MPC Member Tucker Speaks,,,,
2/28/2012,21:45,NZD,M,Building Consents m/m,8.30%,,2.60%,
2/28/2012,23:15,JPY,L,Final Manufacturing PMI,50.5,,50.7,
2/28/2012,23:50,JPY,M,Prelim Industrial Production m/m,2.00%,1.60%,3.80%,
2/29/2012,0:00,AUD,M,HIA New Home Sales m/m,-7.30%,,-4.90%,
2/29/2012,0:00,NZD,H,ANZ Business Confidence,28,,16.9,
2/29/2012,0:01,GBP,M,GfK Consumer Confidence,-29,-27,-29,
2/29/2012,0:15,USD,M,FOMC Member Pianalto Speaks,,,,
2/29/2012,0:30,AUD,H,Retail Sales m/m,0.30%,0.30%,-0.10%,
2/29/2012,0:30,AUD,M,Construction Work Done q/q,-4.60%,-0.80%,11.70%,
2/29/2012,0:30,AUD,M,Private Sector Credit m/m,0.20%,0.30%,0.30%,
2/29/2012,5:00,JPY,L,Housing Starts y/y,-1.10%,-3.40%,-7.30%,
2/29/2012,7:00,EUR,L,German Import Prices m/m,1.30%,0.50%,0.30%,
2/29/2012,7:45,EUR,M,French Consumer Spending m/m,-0.40%,0.30%,-0.20%,
2/29/2012,8:00,CHF,H,KOF Economic Barometer,-0.12,-0.11,-0.15,
2/29/2012,8:00,EUR,L,Spanish Flash CPI y/y,2.00%,2.00%,2.00%,
2/29/2012,8:55,EUR,M,German Unemployment Change,0K,-5K,-26K,
2/29/2012,9:30,GBP,M,Net Lending to Individuals m/m,1.8B,0.9B,0.9B,
2/29/2012,9:30,GBP,L,M4 Money Supply m/m,1.60%,-0.80%,-1.40%,
2/29/2012,9:30,GBP,L,Mortgage Approvals,59K,54K,55K,
2/29/2012,9:45,GBP,H,Monetary Policy Report Hearings,,,,
2/29/2012,10:00,EUR,M,Final CPI y/y,2.60%,2.70%,2.70%,
2/29/2012,10:00,EUR,M,Final Core CPI y/y,1.50%,1.80%,1.60%,
2/29/2012,10:25,EUR,H,Long Term Refinancing Operation,530B,,489B,
2/29/2012,10:34,EUR,M,German 10-y Bond Auction,1.83|1.4,,1.82|1.4,
2/29/2012,13:30,USD,H,Prelim GDP q/q,3.00%,2.80%,2.80%,
2/29/2012,13:30,USD,L,Prelim GDP Price Index q/q,0.90%,0.40%,0.40%,
2/29/2012,14:45,USD,M,Chicago PMI,64,61.6,60.2,
2/29/2012,15:00,USD,H,Fed Chairman Bernanke Testifies,,,,
2/29/2012,15:00,USD,L,Fed Monetary Policy Report,,,,
2/29/2012,15:30,USD,M,Crude Oil Inventories,4.2M,1.4M,1.6M,
2/29/2012,18:30,GBP,M,MPC Member Weale Speaks,,,,
2/29/2012,19:00,USD,M,Beige Book,,,,
2/29/2012,21:45,NZD,L,Overseas Trade Index q/q,-1.40%,-1.80%,-0.60%,
2/29/2012,22:22,AUD,L,AIG Manufacturing Index,51.3,,51.6,
2/29/2012,23:50,JPY,M,Capital Spending q/y,7.60%,-6.40%,-9.80%,
3/1/2012,0:01,EUR,M,EU Economic Summit,,,,
3/1/2012,0:01,USD,L,Total Vehicle Sales,15.1M,14.0M,14.2M,
3/1/2012,0:30,AUD,H,Building Approvals m/m,0.90%,2.10%,-0.50%,
3/1/2012,0:30,AUD,H,Private Capital Expenditure q/q,-0.30%,3.50%,14.60%,
3/1/2012,1:00,CNY,H,Manufacturing PMI,51,50.9,50.5,
3/1/2012,2:30,CNY,M,Caixin Manufacturing PMI,49.6,,49.7,
3/1/2012,3:45,JPY,L,10-y Bond Auction,0.97|3.3,,0.96|3.7,
3/1/2012,5:30,AUD,L,Commodity Prices y/y,3.50%,,5.10%,
3/1/2012,6:45,CHF,M,GDP q/q,0.10%,-0.10%,0.30%,
3/1/2012,7:00,GBP,M,Nationwide HPI m/m,0.60%,0.30%,-0.30%,
3/1/2012,8:15,EUR,M,Spanish Manufacturing PMI,45,,45.1,
3/1/2012,8:30,CHF,M,Manufacturing PMI,49,48.6,47.3,
3/1/2012,8:45,EUR,M,Italian Manufacturing PMI,47.8,47.2,46.8,
3/1/2012,8:50,EUR,L,French Final Manufacturing PMI,50,50.3,50.2,
3/1/2012,8:55,EUR,L,German Final Manufacturing PMI,50.2,50.1,50.1,
3/1/2012,9:00,EUR,M,Final Manufacturing PMI,49,49,49,
3/1/2012,9:00,EUR,L,Italian Monthly Unemployment Rate,9.20%,8.90%,8.90%,
3/1/2012,9:30,GBP,H,Final Manufacturing PMI,51.2,51.9,52,
3/1/2012,9:59,EUR,M,French 10-y Bond Auction,2.91|2.2,,3.13|1.7,
3/1/2012,10:00,EUR,M,CPI Flash Estimate y/y,2.70%,2.60%,2.60%,
3/1/2012,10:00,EUR,M,Unemployment Rate,10.70%,10.40%,10.60%,
3/1/2012,10:00,EUR,L,Italian Prelim CPI m/m,0.40%,0.20%,0.30%,
3/1/2012,10:00,GBP,M,MPC Member Miles Speaks,,,,
3/1/2012,10:35,GBP,M,10-y Bond Auction,2.18|2.1,,2.09|2.2,
3/1/2012,13:00,USD,M,FOMC Member Pianalto Speaks,,,,
3/1/2012,13:30,CAD,M,Current Account,-10.3B,-9.4B,-12.3B,
3/1/2012,13:30,CAD,M,RMPI m/m,0.10%,0.30%,-2.50%,
3/1/2012,13:30,CAD,L,IPPI m/m,0.30%,0.40%,-0.90%,
3/1/2012,13:30,USD,H,Unemployment Claims,351K,350K,353K,
3/1/2012,13:30,USD,M,Core PCE Price Index m/m,0.20%,0.20%,0.10%,
3/1/2012,13:30,USD,M,Personal Spending m/m,0.20%,0.40%,0.00%,
3/1/2012,13:30,USD,L,Personal Income m/m,0.30%,0.50%,0.50%,
3/1/2012,14:30,CAD,L,Manufacturing PMI,51.8,,50.6,
3/1/2012,15:00,USD,H,Fed Chairman Bernanke Testifies,,,,
3/1/2012,15:00,USD,H,ISM Manufacturing PMI,52.4,54.6,54.1,
3/1/2012,15:00,USD,L,Construction Spending m/m,-0.10%,1.10%,1.40%,
3/1/2012,15:00,USD,L,ISM Manufacturing Prices,61.5,57.6,55.5,
3/1/2012,15:30,USD,M,FOMC Member Raskin Speaks,,,,
3/1/2012,15:30,USD,L,Natural Gas Storage,-82B,-89B,-166B,
3/1/2012,17:30,USD,M,FOMC Member Lockhart Speaks,,,,
3/1/2012,23:30,JPY,M,Household Spending y/y,-2.30%,-0.70%,0.50%,
3/1/2012,23:30,JPY,M,Tokyo Core CPI y/y,-0.30%,-0.40%,-0.40%,
3/1/2012,23:30,JPY,L,National Core CPI y/y,-0.10%,-0.20%,-0.10%,
3/1/2012,23:30,JPY,L,Unemployment Rate,4.60%,4.50%,4.60%,
3/1/2012,23:50,JPY,L,Monetary Base y/y,11.30%,15.60%,15.00%,
3/2/2012,0:00,NZD,L,ANZ Commodity Prices m/m,0.00%,,1.10%,
3/2/2012,0:01,EUR,M,EU Economic Summit,,,,
3/2/2012,7:00,EUR,M,German Retail Sales m/m,-1.60%,0.50%,0.10%,
3/2/2012,8:00,EUR,M,Spanish Unemployment Change,112.3K,,177.5K,
3/2/2012,9:30,GBP,H,Construction PMI,54.3,51.3,51.4,
3/2/2012,10:00,EUR,L,PPI m/m,0.70%,0.60%,-0.20%,
3/2/2012,13:30,CAD,H,GDP m/m,0.40%,0.30%,-0.10%,
3/3/2012,1:00,CNY,L,Non-Manufacturing PMI,48.4,,52.9,
3/4/2012,21:48,NZD,L,Visitor Arrivals m/m,-2.30%,,3.20%,
3/4/2012,22:22,AUD,M,AIG Services Index,46.7,,51.9,
3/4/2012,23:30,AUD,L,MI Inflation Gauge m/m,0.10%,,0.20%,
3/5/2012,0:30,AUD,H,ANZ Job Advertisements m/m,3.30%,,7.50%,
3/5/2012,0:30,AUD,M,Company Operating Profits q/q,-6.50%,0.20%,4.70%,
3/5/2012,2:30,CNY,L,Caixin Services PMI,53.9,,52.5,
3/5/2012,8:15,CHF,H,Retail Sales y/y,4.40%,2.00%,1.70%,
3/5/2012,8:15,EUR,L,Spanish Services PMI,41.9,,46.1,
3/5/2012,8:45,EUR,L,Italian Services PMI,44.1,45.3,44.8,
3/5/2012,8:50,EUR,L,French Final Services PMI,50,50.3,50.3,
3/5/2012,8:55,EUR,L,German Final Services PMI,52.8,52.6,52.6,
3/5/2012,9:00,EUR,M,Final Services PMI,48.8,49.5,49.4,
3/5/2012,9:30,EUR,M,Sentix Investor Confidence,-8.2,-5.4,-11.1,
3/5/2012,9:30,GBP,H,Final Services PMI,53.8,55,56,
3/5/2012,10:00,EUR,M,Retail Sales m/m,0.30%,0.00%,-0.50%,
3/5/2012,15:00,USD,H,ISM Services PMI,57.3,56.1,56.8,
3/5/2012,15:00,USD,M,Factory Orders m/m,-1.00%,-1.30%,1.40%,
3/6/2012,0:00,GBP,M,BRC Retail Sales Monitor y/y,-0.30%,,-0.30%,
3/6/2012,0:30,AUD,M,Current Account,-8.4B,-8.0B,-5.8B,
3/6/2012,1:30,JPY,M,Average Cash Earnings y/y,0.00%,-0.30%,0.10%,
3/6/2012,3:30,AUD,H,Cash Rate,4.25%,4.25%,4.25%,
3/6/2012,3:30,AUD,H,RBA Rate Statement,,,,
3/6/2012,3:45,JPY,L,30-y Bond Auction,1.96|4.0,,1.92|3.5,
3/6/2012,8:00,GBP,H,Halifax HPI m/m,-0.50%,0.30%,0.60%,
3/6/2012,10:00,EUR,L,Revised GDP q/q,-0.30%,-0.30%,-0.30%,
3/6/2012,13:30,NZD,L,GDT Price Index,-0.40%,,-3.70%,
3/6/2012,15:00,CAD,H,Ivey PMI,66.5,62.1,64.1,
3/6/2012,21:30,AUD,M,RBA Deputy Gov Lowe Speaks,,,,
3/6/2012,22:22,AUD,L,AIG Construction Index,35.6,,39.8,
3/7/2012,0:00,GBP,L,BRC Shop Price Index y/y,1.20%,,1.40%,
3/7/2012,0:30,AUD,H,GDP q/q,0.40%,0.70%,0.80%,
3/7/2012,5:00,JPY,L,Leading Indicators,94.90%,95.10%,93.80%,
3/7/2012,6:45,CHF,L,Unemployment Rate,3.10%,3.10%,3.10%,
3/7/2012,8:00,CHF,H,Foreign Currency Reserves,225B,,229B,
3/7/2012,11:00,EUR,M,German Factory Orders m/m,-2.70%,0.60%,1.60%,
3/7/2012,13:15,USD,H,ADP Non-Farm Employment Change,216K,204K,173K,
3/7/2012,13:30,CAD,H,Building Permits m/m,-12.30%,-3.10%,10.50%,
3/7/2012,13:30,USD,M,Revised Nonfarm Productivity q/q,0.90%,0.80%,0.70%,
3/7/2012,13:30,USD,L,Revised Unit Labor Costs q/q,2.80%,1.20%,1.20%,
3/7/2012,15:30,USD,M,Crude Oil Inventories,0.8M,1.0M,4.2M,
3/7/2012,20:00,NZD,H,Official Cash Rate,2.50%,2.50%,2.50%,
3/7/2012,20:00,NZD,H,RBNZ Press Conference,,,,
3/7/2012,20:00,NZD,H,RBNZ Rate Statement,,,,
3/7/2012,20:00,NZD,M,RBNZ Monetary Policy Statement,,,,
3/7/2012,20:00,USD,L,Consumer Credit m/m,17.8B,10.0B,16.3B,
3/7/2012,21:45,NZD,L,Manufacturing Sales q/q,1.20%,,0.20%,
3/7/2012,23:50,JPY,M,Final GDP q/q,-0.20%,-0.20%,-0.60%,
3/7/2012,23:50,JPY,L,Bank Lending y/y,0.60%,,0.60%,
3/7/2012,23:50,JPY,L,Current Account,0.12T,0.33T,0.78T,
3/7/2012,23:52,JPY,L,Final GDP Price Index y/y,-1.80%,-1.60%,-1.60%,
3/8/2012,0:30,AUD,H,Employment Change,-15.4K,5.1K,46.2K,
3/8/2012,0:30,AUD,H,Unemployment Rate,5.20%,5.20%,5.10%,
3/8/2012,5:00,JPY,L,Economy Watchers Sentiment,45.9,46.3,44.1,
3/8/2012,6:00,JPY,L,Prelim Machine Tool Orders y/y,-8.60%,,-6.90%,
3/8/2012,6:30,EUR,L,French Final Private Payrolls q/q,-0.10%,-0.10%,-0.20%,
3/8/2012,7:45,EUR,L,French Trade Balance,-5.3B,-5.2B,-5.1B,
3/8/2012,8:15,CHF,H,CPI m/m,0.30%,0.20%,-0.40%,
3/8/2012,11:00,EUR,M,German Industrial Production m/m,1.60%,1.10%,-2.60%,
3/8/2012,12:00,GBP,H,Asset Purchase Facility,325B,325B,325B,
3/8/2012,12:00,GBP,H,Official Bank Rate,0.50%,0.50%,0.50%,
3/8/2012,12:30,USD,L,Challenger Job Cuts y/y,2.00%,,38.90%,
3/8/2012,12:45,EUR,H,Main Refinancing Rate,1.00%,1.00%,1.00%,
3/8/2012,13:15,CAD,M,Housing Starts,201K,199K,198K,
3/8/2012,13:30,CAD,M,NHPI m/m,0.10%,0.20%,0.10%,
3/8/2012,13:30,EUR,H,ECB Press Conference,,,,
3/8/2012,13:30,USD,H,Unemployment Claims,362K,352K,354K,
3/8/2012,14:00,CAD,H,BOC Rate Statement,,,,
3/8/2012,14:00,CAD,H,Overnight Rate,1.00%,1.00%,1.00%,
3/8/2012,15:30,USD,L,Natural Gas Storage,-80B,-85B,-82B,
3/8/2012,23:50,JPY,L,M2 Money Stock y/y,2.90%,3.10%,3.10%,
3/9/2012,0:30,AUD,H,Trade Balance,-0.67B,1.52B,1.33B,
3/9/2012,1:30,CNY,H,CPI y/y,3.20%,3.50%,4.50%,
3/9/2012,1:30,CNY,M,PPI y/y,0.00%,0.10%,0.70%,
3/9/2012,5:30,CNY,M,Fixed Asset Investment ytd/y,21.50%,19.80%,23.80%,
3/9/2012,5:30,CNY,M,Industrial Production y/y,11.40%,12.40%,12.80%,
3/9/2012,5:30,CNY,L,Retail Sales y/y,14.70%,17.40%,18.10%,
3/9/2012,7:00,EUR,L,German Final CPI m/m,0.70%,0.70%,0.70%,
3/9/2012,7:00,EUR,L,German Trade Balance,14.2B,13.8B,13.9B,
3/9/2012,7:45,EUR,M,French Industrial Production m/m,0.30%,0.60%,-1.30%,
3/9/2012,7:45,EUR,L,French Gov Budget Balance,-12.5B,,-90.8B,
3/9/2012,8:00,CNY,M,New Loans,711B,800B,738B,
3/9/2012,8:00,CNY,L,M2 Money Supply y/y,13.00%,12.70%,12.40%,
3/9/2012,9:00,EUR,L,Italian Industrial Production m/m,-2.50%,-0.70%,1.20%,
3/9/2012,9:30,GBP,H,Manufacturing Production m/m,0.10%,0.30%,1.10%,
3/9/2012,9:30,GBP,H,PPI Input m/m,2.10%,0.90%,0.10%,
3/9/2012,9:30,GBP,M,Consumer Inflation Expectations,3.50%,,4.10%,
3/9/2012,9:30,GBP,L,Industrial Production m/m,-0.40%,0.40%,0.40%,
3/9/2012,9:30,GBP,L,PPI Output m/m,0.60%,0.40%,0.40%,
3/9/2012,12:00,CAD,H,Employment Change,-2.8K,14.2K,2.3K,
3/9/2012,12:00,CAD,H,Unemployment Rate,7.40%,7.60%,7.60%,
3/9/2012,13:30,CAD,H,Trade Balance,2.1B,2.0B,2.9B,
3/9/2012,13:30,CAD,M,Labor Productivity q/q,0.70%,0.60%,0.60%,
3/9/2012,13:30,USD,H,Non-Farm Employment Change,227K,209K,284K,
3/9/2012,13:30,USD,H,Trade Balance,-52.6B,-48.9B,-50.4B,
3/9/2012,13:30,USD,H,Unemployment Rate,8.30%,8.30%,8.30%,
3/9/2012,13:30,USD,M,Average Hourly Earnings m/m,0.10%,0.20%,0.10%,
3/9/2012,15:00,GBP,M,NIESR GDP Estimate,0.10%,,-0.20%,
3/9/2012,15:00,USD,L,Final Wholesale Inventories m/m,0.40%,0.70%,1.10%,
3/10/2012,3:00,CNY,H,USD-Denominated Trade Balance,-31.5B,-5.2B,27.3B,
3/11/2012,7:00,CAD,N,Daylight Saving Time Shift,,,,
3/11/2012,7:00,USD,N,Daylight Saving Time Shift,,,,
3/11/2012,23:50,JPY,M,Core Machinery Orders m/m,3.40%,1.90%,-7.10%,
3/11/2012,23:50,JPY,L,PPI y/y,0.60%,0.60%,0.50%,
3/12/2012,0:01,EUR,M,Eurogroup Meetings,,,,
3/12/2012,5:00,JPY,L,Consumer Confidence,39.5,40.8,40,
3/12/2012,7:00,EUR,L,German WPI m/m,1.00%,1.10%,1.20%,
3/12/2012,16:30,CAD,L,Gov Council Member Macklem Speaks,,,,
3/12/2012,17:59,USD,M,Federal Budget Balance,-231.7B,-229.2B,-27.4B,
3/12/2012,21:00,NZD,M,REINZ HPI m/m,0.80%,,-1.40%,
3/12/2012,21:45,NZD,L,FPI m/m,0.60%,,0.00%,
3/12/2012,23:50,JPY,M,Tertiary Industry Activity m/m,-1.70%,0.40%,1.80%,
3/13/2012,0:01,GBP,M,RICS House Price Balance,-13%,-14%,-16%,
3/13/2012,0:01,EUR,M,ECOFIN Meetings,,,,
3/13/2012,0:30,AUD,H,Home Loans m/m,-1.20%,-0.50%,2.10%,
3/13/2012,0:30,AUD,M,NAB Business Confidence,1,,4,
3/13/2012,5:07,JPY,H,Monetary Policy Statement,,,,
3/13/2012,5:07,JPY,H,Overnight Call Rate,<0.10%,<0.10%,<0.10%,
3/13/2012,6:30,EUR,L,French Final CPI m/m,0.40%,0.40%,-0.40%,
3/13/2012,7:19,JPY,H,BOJ Press Conference,,,,
3/13/2012,8:15,CHF,M,PPI m/m,0.80%,0.40%,0.00%,
3/13/2012,8:35,GBP,M,MPC Member Tucker Speaks,,,,
3/13/2012,9:30,GBP,M,Goods Trade Balance,-7.5B,-7.8B,-7.2B,
3/13/2012,9:30,GBP,L,ONS HPI y/y,0.20%,0.20%,0.10%,
3/13/2012,10:00,EUR,H,German ZEW Economic Sentiment,22.3,10.6,5.4,
3/13/2012,10:00,EUR,M,ZEW Economic Sentiment,11,3.8,-8.1,
3/13/2012,10:00,GBP,L,CB Leading Index m/m,0.90%,,-0.50%,
3/13/2012,11:30,EUR,H,ECB President Draghi Speaks,,,,
3/13/2012,12:30,USD,H,Core Retail Sales m/m,0.90%,0.80%,1.10%,
3/13/2012,12:30,USD,H,Retail Sales m/m,1.10%,1.10%,0.60%,
3/13/2012,12:30,USD,L,NFIB Small Business Index,94.3,94.5,93.9,
3/13/2012,14:00,USD,M,Business Inventories m/m,0.70%,0.50%,0.60%,
3/13/2012,14:00,USD,L,IBD/TIPP Economic Optimism,47.5,53.2,49.4,
3/13/2012,15:00,USD,L,JOLTS Job Openings,3.46M,,3.54M,
3/13/2012,17:00,USD,M,10-y Bond Auction,2.08|3.2,,2.02|3.1,
3/13/2012,18:15,USD,H,FOMC Statement,,,,
3/13/2012,18:15,USD,M,Federal Funds Rate,<0.25%,<0.25%,<0.25%,
3/13/2012,20:30,USD,H,Bank Stress Test Results,,,,
3/13/2012,23:30,AUD,M,Westpac Consumer Sentiment,-5.00%,,4.20%,
3/13/2012,23:50,JPY,M,BSI Manufacturing Index,-7.3,1.3,-6.1,
3/14/2012,0:30,AUD,L,Housing Starts q/q,-6.90%,-3.90%,-5.80%,
3/14/2012,4:30,JPY,L,Revised Industrial Production m/m,1.90%,2.10%,2.00%,
3/14/2012,5:00,JPY,M,BOJ Monthly Report,,,,
3/14/2012,9:30,GBP,H,Claimant Count Change,7.2K,6.5K,7.0K,
3/14/2012,9:30,GBP,M,Unemployment Rate,8.40%,8.40%,8.40%,
3/14/2012,9:30,GBP,L,Average Earnings Index 3m/y,1.40%,1.90%,1.90%,
3/14/2012,10:00,CHF,M,Credit Suisse Economic Expectations,0,,-21.2,
3/14/2012,10:00,EUR,M,Final CPI y/y,2.70%,2.70%,2.70%,
3/14/2012,10:00,EUR,M,Final Core CPI y/y,1.50%,1.60%,1.50%,
3/14/2012,10:00,EUR,M,Industrial Production m/m,0.20%,0.80%,-1.10%,
3/14/2012,12:30,CAD,M,Capacity Utilization Rate,80.50%,81.60%,80.00%,
3/14/2012,12:30,CAD,L,New Motor Vehicle Sales m/m,15.40%,2.10%,-3.00%,
3/14/2012,12:30,USD,M,Current Account,-124B,-114B,-108B,
3/14/2012,12:30,USD,M,Import Prices m/m,0.40%,0.60%,0.00%,
3/14/2012,14:00,USD,H,Fed Chairman Bernanke Speaks,,,,
3/14/2012,14:30,USD,M,Crude Oil Inventories,1.8M,2.2M,0.8M,
3/14/2012,17:00,USD,L,30-y Bond Auction,3.38|2.7,,3.24|2.5,
3/14/2012,21:23,NZD,L,BusinessNZ Manufacturing Index,57.7,,50.8,
3/15/2012,0:00,AUD,M,MI Inflation Expectations,2.70%,,2.50%,
3/15/2012,0:30,AUD,M,New Motor Vehicle Sales m/m,0.00%,,1.20%,
3/15/2012,0:30,AUD,L,RBA Bulletin,,,,
3/15/2012,1:52,CNY,L,Foreign Direct Investment ytd/y,-0.60%,,-0.30%,
3/15/2012,6:45,CHF,M,SECO Economic Forecasts,,,,
3/15/2012,8:30,CHF,H,Libor Rate,<0.25%,<0.25%,<0.25%,
3/15/2012,8:30,CHF,H,SNB Monetary Policy Assessment,,,,
3/15/2012,9:00,EUR,M,ECB Monthly Bulletin,,,,
3/15/2012,10:00,EUR,L,Final Employment Change q/q,-0.20%,-0.20%,-0.20%,
3/15/2012,10:37,GBP,L,30-y Bond Auction,3.43|1.7,,3.29|2.0,
3/15/2012,11:30,GBP,M,MPC Member Broadbent Speaks,,,,
3/15/2012,12:30,USD,H,PPI m/m,0.40%,0.50%,0.10%,
3/15/2012,12:30,USD,H,Unemployment Claims,351K,357K,365K,
3/15/2012,12:30,USD,M,Core PPI m/m,0.20%,0.20%,0.40%,
3/15/2012,12:30,USD,M,Empire State Manufacturing Index,20.2,17.6,19.5,
3/15/2012,13:00,USD,H,TIC Long-Term Purchases,101.0B,38.9B,19.1B,
3/15/2012,14:00,USD,H,Philly Fed Manufacturing Index,12.5,11.9,10.2,
3/15/2012,14:30,USD,L,Natural Gas Storage,-64B,-58B,-80B,
3/15/2012,23:50,JPY,M,Monetary Policy Meeting Minutes,,,,
3/16/2012,9:00,EUR,L,Italian Trade Balance,-4.35B,1.62B,1.15B,
3/16/2012,10:00,EUR,L,Trade Balance,5.9B,6.2B,7.4B,
3/16/2012,12:30,CAD,M,Foreign Securities Purchases,-4.19B,6.27B,8.17B,
3/16/2012,12:30,CAD,M,Manufacturing Sales m/m,-0.90%,0.40%,0.60%,
3/16/2012,12:30,USD,H,CPI y/y,2.90%,2.80%,2.90%,
3/16/2012,12:30,USD,H,Core CPI m/m,0.10%,0.20%,0.20%,
3/16/2012,12:30,USD,M,CPI m/m,0.40%,0.40%,0.20%,
3/16/2012,13:15,USD,M,Capacity Utilization Rate,78.70%,78.90%,78.80%,
3/16/2012,13:15,USD,M,Industrial Production m/m,0.00%,0.40%,0.40%,
3/16/2012,13:55,USD,H,Prelim UoM Consumer Sentiment,74.3,75.8,75.3,
3/16/2012,13:55,USD,L,Prelim UoM Inflation Expectations,4.00%,,3.30%,
3/18/2012,21:00,NZD,L,Westpac Consumer Sentiment,102.4,,101.3,
3/18/2012,21:30,NZD,L,BusinessNZ Services Index,55.5,,54.1,
3/18/2012,23:48,GBP,M,Rightmove HPI m/m,1.60%,,4.10%,
3/19/2012,1:00,AUD,H,RBA Gov Stevens Speaks,,,,
3/19/2012,9:00,EUR,M,Current Account,4.5B,3.3B,3.4B,
3/19/2012,11:00,EUR,L,German Buba Monthly Report,,,,
3/19/2012,12:30,CAD,M,Wholesale Sales m/m,-1.00%,0.40%,1.00%,
3/19/2012,12:35,USD,M,FOMC Member Dudley Speaks,,,,
3/19/2012,14:00,USD,L,NAHB Housing Market Index,28,30,28,
3/19/2012,17:40,USD,L,FOMC Member Dudley Speaks,,,,
3/19/2012,23:00,AUD,M,CB Leading Index m/m,1.10%,,-0.30%,
3/20/2012,0:01,JPY,N,Bank Holiday,,,,
3/20/2012,0:30,AUD,H,Monetary Policy Meeting Minutes,,,,
3/20/2012,3:30,AUD,M,RBA Assist Gov Edey Speaks,,,,
3/20/2012,7:00,EUR,M,German PPI m/m,0.40%,0.50%,0.60%,
3/20/2012,8:15,CHF,M,Industrial Production q/q,7.90%,0.40%,-2.00%,
